Código executado via script automatizador de testes.
12:34:57, 22/07/17, Saturday
params: -E 3600 -A 1024 -p 1 -n 10 -a 2 -b 8 -r 0.9 -t 100000 -g 10 -m 25 -M -d 0.9 -N 100 -v -k 28

-------------------------------------------------
COLORANT
-------------------------------------------------
Parameters:
  Alpha..................................: 2.00
  Beta...................................: 8.00
  Rho....................................: 0.90
  Ants...................................: 1024
  Pheromone scheme.......................: All ants + Best ant + Best colony
  Change pheromone scheme after 10 iterations.
  Memory Usage:
	Memory size......................: 256 (25 of 1024 - ants)
	Delta............................: 0.90
-------------------------------------------------
TABUCOL
-------------------------------------------------
Parameters:
  Iterations.............................: 100000
  Change tabucol scheme after 100 cycles.
	Initial scheme: Dynamic
  Apply tabu search only on the best ant.
-------------------------------------------------
GENERAL Options
-------------------------------------------------
  CPU threads............................: 24
  K......................................: 28
  Time...................................: 3600.00
  Seed...................................: 160005651778746 (nrand)
  Running on verbose mode.
-------------------------------------------------
Cycle 1 - Conflicts found: 50 (edges), 89 (vertices)
Cycle 854 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 855 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 856 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 857 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 858 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 859 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 859 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 860 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 861 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 862 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 863 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 864 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 865 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 866 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 867 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 868 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 869 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 870 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 871 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 872 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 873 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 874 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 875 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 876 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 877 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 878 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 879 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 880 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 881 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 882 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 883 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 884 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 885 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 886 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 887 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 888 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 889 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 890 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 891 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 892 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 893 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 894 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 895 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 896 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 897 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 898 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 899 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 900 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 901 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 902 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 903 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 904 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 905 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 906 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 907 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 908 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 909 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 910 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 911 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 912 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 913 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 914 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 915 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 916 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 917 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 918 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 919 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 920 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 921 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 922 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 923 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 924 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 925 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 926 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 927 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 928 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 929 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 930 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 931 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 932 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 933 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 934 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 935 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 936 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 937 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 938 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 939 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 940 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 941 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 942 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 943 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 944 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 945 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 946 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 947 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 948 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 949 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 950 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 951 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 952 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 953 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 954 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 955 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 956 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 957 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 958 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 959 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 960 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 961 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 962 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 963 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 964 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 965 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 966 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 967 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 968 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 969 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 970 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 971 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 972 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 973 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 974 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 975 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 976 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 977 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 978 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 979 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 980 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 981 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 982 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 983 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 984 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 985 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 986 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 987 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 988 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 989 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 990 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 991 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 992 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 993 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 994 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 995 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 996 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 997 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 998 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 999 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1000 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1001 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1002 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1003 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1004 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1005 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1006 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1007 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1008 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1009 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1010 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1011 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1012 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1013 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1014 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1015 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1016 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1017 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1018 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1019 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1020 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1021 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1022 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1023 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1024 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1025 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1026 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1027 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1028 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1029 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1030 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1031 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1032 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1033 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1034 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1035 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1036 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1037 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1038 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1039 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1040 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1041 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1042 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1043 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1044 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1045 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1046 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1047 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1048 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1049 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1050 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1051 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1052 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1053 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1054 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1055 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1056 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1057 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1058 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1059 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1060 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1061 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1062 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1063 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1064 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1065 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1066 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1067 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1068 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1069 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1070 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1071 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1072 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1073 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1074 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1075 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1076 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1077 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1078 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1079 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1080 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1081 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1082 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1083 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1084 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1085 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1086 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1087 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1088 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1089 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1090 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1091 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1092 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1093 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1094 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1095 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1096 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1097 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1098 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1099 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1100 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1101 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1102 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1103 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1104 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1105 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1106 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1107 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1108 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1109 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1110 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1111 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1112 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1113 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1114 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1115 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1116 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1117 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1118 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1119 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1120 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1121 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1122 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1123 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1124 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1125 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1126 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1127 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1128 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1129 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1130 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1131 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1132 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1133 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1134 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1135 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1136 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1137 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1138 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1139 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1140 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1141 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1142 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1143 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1144 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1145 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1146 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1147 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1148 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1149 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1150 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1151 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1152 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1153 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1154 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1155 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1156 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1157 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1158 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1159 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1160 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1161 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1162 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1163 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1164 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1165 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1166 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1167 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1168 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1169 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1170 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1171 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1172 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1173 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1174 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1175 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1176 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1177 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1178 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1179 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1180 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1181 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1182 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1183 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1184 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1185 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1186 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1187 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1188 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1189 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1190 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1191 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1192 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1193 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1194 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1195 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1196 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1197 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1198 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1199 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1200 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1201 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1202 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1203 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1204 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1205 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1206 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1207 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1208 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1209 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1210 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1211 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1212 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1213 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1214 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1215 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1216 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1217 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1218 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1219 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1220 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1221 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1222 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1223 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1224 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1225 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1226 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1227 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1228 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1229 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1230 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1231 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1232 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1233 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1234 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1235 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1236 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1237 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1238 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1239 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1240 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1241 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1242 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1243 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1244 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1245 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1246 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1247 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1248 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1249 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1250 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1251 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1252 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1253 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1254 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1255 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1256 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1257 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1258 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1259 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1260 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1261 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1262 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1263 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1264 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1265 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1266 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1267 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1268 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1269 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1270 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1271 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1272 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1273 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1274 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1275 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1276 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1277 - Conflicts found: 39 (edges), 70 (vertices)
